text,joint
Comfterbale to use light easy to transport.,"LAPTOP#DESIGN_FEATURES/positive,LAPTOP#USABILITY/positive,LAPTOP#PORTABILITY/positive"
"Wonderful, super fast, lightweight computer","LAPTOP#GENERAL/positive,LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#DESIGN_FEATURES/positive"
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,"LAPTOP#CONNECTIVITY/negative,LAPTOP#DESIGN_FEATURES/negative"
"The second one, after a little over a month, refused to turn on even with a full charge.","LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#QUALITY/negative"
"I've saved a lot of time and headaches so far, using my new MacBook Pro.",LAPTOP#GENERAL/positive
Would have exchanged instantly - but had to use as if for College immediately.,LAPTOP#GENERAL/negative
Breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!,"LAPTOP#QUALITY/negative,SUPPORT#QUALITY/negative"
"The New Macbook pro working, good user experience, fast speed, faster start up time.","LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#USABILITY/positive"
She said its very user friendly.,SOFTWARE#USABILITY/positive
The keyboard has a wonderful nature feel.,KEYBOARD#QUALITY/positive
"Also, the extended warranty was a problem.",WARRANTY#GENERAL/negative
This is a great value for the money.,"LAPTOP#PRICE/neutral,LAPTOP#GENERAL/positive"
It seems like Lenovo also makes weird choices about which side to put the powercord and other slots on.,"COMPANY#GENERAL/negative,LAPTOP#DESIGN_FEATURES/negative"
I've never had problems with viruses.,LAPTOP#QUALITY/positive
not durable .,LAPTOP#QUALITY/negative
You will love this macbook if you choose to buy it.,LAPTOP#GENERAL/positive
Does what I need it to do and the price was right!,"LAPTOP#PRICE/positive,LAPTOP#GENERAL/positive"
I managed to comply with these too and now have to wait and see if they can find another way to screw me.,SUPPORT#QUALITY/negative
Very fast and efficient!,LAPTOP#OPERATION_PERFORMANCE/positive
"LOVE THE SIZE, I AM USING THIS FOR WORK, I AM A NURSE AND HAVE TO CHART DAILY, THIS IS EASY TO USE AND I HAVE NOT HAD ANY PROBLEMS WITH IT.","LAPTOP#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive,LAPTOP#USABILITY/positive"
I'm so disappointed.,LAPTOP#GENERAL/negative
Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,HARD_DISC#DESIGN_FEATURES/negative
Laptop automatically shuts down when battery life reaches 30%.,LAPTOP#OPERATION_PERFORMANCE/negative
The pair allow for seamless navigation throughout the whole interface.,LAPTOP#USABILITY/positive
I don't really have a complaint.,LAPTOP#GENERAL/positive
It's great for what he uses it for.,LAPTOP#MISCELLANEOUS/positive
"Simple to use, and great graphics.","GRAPHICS#GENERAL/positive,LAPTOP#USABILITY/positive"
It's more expensive but well worth it in the long run.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/negative"
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.","SHIPPING#PRICE/positive,LAPTOP#GENERAL/positive,LAPTOP#PRICE/positive"
Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,"BATTERY#OPERATION_PERFORMANCE/neutral,COMPANY#GENERAL/neutral,LAPTOP#GENERAL/positive,LAPTOP#PRICE/neutral"
"I love my Apple, it is quick and easy to use.","LAPTOP#GENERAL/positive,LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#USABILITY/positive"
Everything seems to be running smoothly.,LAPTOP#OPERATION_PERFORMANCE/positive
Summary: Dont buy HP.,COMPANY#GENERAL/negative
"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.","KEYBOARD#DESIGN_FEATURES/positive,KEYBOARD#USABILITY/positive"
"You are getting what you pay for and in my opinion, it is worth more.","LAPTOP#GENERAL/positive,LAPTOP#PRICE/positive"
"They are fine while the free subscription is going, but a pain when they start asking you to spend money every time you login.","SOFTWARE#GENERAL/positive,SOFTWARE#MISCELLANEOUS/negative"
it was slow and might be problematic.,"LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#GENERAL/negative"
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,"LAPTOP#MISCELLANEOUS/neutral,LAPTOP#GENERAL/positive"
Quite pleased with it.,LAPTOP#GENERAL/positive
The WiFi is very weak.,LAPTOP#CONNECTIVITY/negative
"But, like I said before, the only reason I don't currently have a Mac laptop is because all of their laptops are too pricey.",LAPTOP#PRICE/negative
That is my only complaint!,LAPTOP#DESIGN_FEATURES/negative
Iphoto is great for adding pictures right to facebook and other social networking sites.,SOFTWARE#MISCELLANEOUS/positive
It's a good starter computer that is extremely light on the wallet.,"LAPTOP#PRICE/positive,LAPTOP#MISCELLANEOUS/positive"
I was surprised with the performance and quality of this HP Laptop.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#QUALITY/positive"
I can't even turn it off.,LAPTOP#OPERATION_PERFORMANCE/negative
I was surprised  at  the overall quality and the price,"LAPTOP#PRICE/positive,LAPTOP#QUALITY/positive"
Great laptop for the price.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/neutral"
The games included are very good games.,SOFTWARE#GENERAL/positive
Highly recommend for daily use.,LAPTOP#MISCELLANEOUS/positive
Here we are another year later and the computer is doing the same thing.,SUPPORT#QUALITY/negative
The keyboard is a little wonky with having to use the Function button to get the F-keys but with how infrequently i use those it is a non-issue.,"KEYBOARD#DESIGN_FEATURES/negative,KEYBOARD#USABILITY/neutral"
"The only negative would be that it gets pretty warm sitting on my lap for very long, but that is pretty much standard for all lop tops I think.",LAPTOP#QUALITY/neutral
Also the display is exceptional!,DISPLAY#GENERAL/positive
Battery life is astonishing given the processing power and high resolution display.,"DISPLAY#QUALITY/positive,CPU#OPERATION_PERFORMANCE/positive,BATTERY#OPERATION_PERFORMANCE/positive"
It has met all my needs.,LAPTOP#GENERAL/positive
The processor is very quick and effective as I load webpages and applications.,CPU#OPERATION_PERFORMANCE/positive
"This computer was awful, I would never recomend it to another person.",LAPTOP#GENERAL/negative
Now the speed is disappointing.,LAPTOP#OPERATION_PERFORMANCE/negative
The Toshiba laptop was a great purchase.,LAPTOP#GENERAL/positive
"His language was so bad I swore I was taking the turing test, and it was failing.",SUPPORT#QUALITY/negative
It has a lot of memory and a great battery life.,"BATTERY#OPERATION_PERFORMANCE/positive,MEMORY#DESIGN_FEATURES/positive"
I am not happy at all with the product I purchased.,LAPTOP#GENERAL/negative
"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",OS#GENERAL/neutral
Registration/1st use is easy.,LAPTOP#USABILITY/positive
"still testing the battery life as i thought it would be better, but am very happy with the upgrade.","LAPTOP#GENERAL/positive,BATTERY#OPERATION_PERFORMANCE/neutral"
The best thing about this laptop is the price along with some of the newer features.,"LAPTOP#PRICE/positive,LAPTOP#DESIGN_FEATURES/positive"
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,"LAPTOP#USABILITY/positive,LAPTOP#GENERAL/positive"
And the only microphone input is for a combo Mike/Speaker plug.,LAPTOP#DESIGN_FEATURES/negative
The wheel that turns the volume up and down doesn't work in real time.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE/negative
Now that I have it I see that I really needed this for much more.,LAPTOP#GENERAL/positive
I also travel with it and it never gives me any problems.,"LAPTOP#GENERAL/positive,LAPTOP#PORTABILITY/positive"
Great product by Apple with the new great looking design.,"LAPTOP#DESIGN_FEATURES/positive,COMPANY#GENERAL/positive,LAPTOP#GENERAL/positive"
I am taking back today.,LAPTOP#GENERAL/negative
A good value on a quality product.,"LAPTOP#QUALITY/positive,LAPTOP#PRICE/positive"
Let me start with the good:So awesome.,LAPTOP#GENERAL/positive
Operating a non touch screen on this system is a royal pain!,OS#USABILITY/negative
used 6 times black screen returned for refund,"DISPLAY#OPERATION_PERFORMANCE/negative,LAPTOP#GENERAL/negative,LAPTOP#QUALITY/negative"
Guess I'll stay away from HP.,COMPANY#GENERAL/negative
breaks easily.,LAPTOP#QUALITY/negative
"I just got this laptop for college, and so far I am very happy with it.",LAPTOP#GENERAL/positive
"They would repair one thing, send it back and it would still have the same problem.",SUPPORT#QUALITY/negative
"I'm very happy with it, typing on it right now and it is fast enough for that!","LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#GENERAL/positive"
Price makes this the laptop I was looking for.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/positive"
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,"SUPPORT#QUALITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative,COMPANY#GENERAL/negative"
I love this laptop.,"LAPTOP#GENERAL/positive,LAPTOP#GENERAL/positive"
Delivery was early too.,SHIPPING#QUALITY/positive
"Price is great, wish it didn't have Windows 8, but that is an opinion.","OS#GENERAL/negative,LAPTOP#PRICE/positive"
"No hardware issues, as is common with any Apple product.","COMPANY#GENERAL/positive,HARDWARE#GENERAL/positive"
"Tiny, forgivable drawback - no ethernet cable outlet.","LAPTOP#DESIGN_FEATURES/neutral,LAPTOP#CONNECTIVITY/neutral"
I'm so glad that I have.,LAPTOP#GENERAL/positive
But if you buy this i would highly recommend that you buy a case and screen protector for this machine as they are known to be quite fragile.,"DISPLAY#QUALITY/negative,LAPTOP#QUALITY/negative"
I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.,"LAPTOP#PORTABILITY/positive,LAPTOP#DESIGN_FEATURES/neutral"
"I love this product because it is Toshiba and its 15.6"".","LAPTOP#DESIGN_FEATURES/positive,LAPTOP#GENERAL/positive,COMPANY#GENERAL/positive"
"I love HP,, it's the only computer/printer we will buy.","LAPTOP#GENERAL/positive,COMPANY#GENERAL/positive"
The Computer itself is a good product but the repair depot stinks.,"LAPTOP#GENERAL/positive,SUPPORT#QUALITY/negative"
"But, for the cost this is a winner.","LAPTOP#PRICE/neutral,LAPTOP#GENERAL/positive"
It also does not have bluetooth.,LAPTOP#DESIGN_FEATURES/negative
"Device is light weight, quiet during operation and produces little to no heat.","LAPTOP#DESIGN_FEATURES/positive,LAPTOP#QUALITY/positive"
Screen broke 1 month outside warranty.,DISPLAY#QUALITY/negative
"But, if you are just an average user, it works really great.",LAPTOP#MISCELLANEOUS/positive
It meets all my needs for work and pleasure while traveling.,"LAPTOP#MISCELLANEOUS/positive,LAPTOP#PORTABILITY/positive"
There is a little indent to help open it - but good luck with that.,"LAPTOP#DESIGN_FEATURES/neutral,LAPTOP#USABILITY/negative"
not as fast as I would have liked it to be but everything else is great!,"LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#GENERAL/positive"
"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...","DISPLAY#GENERAL/positive,LAPTOP#CONNECTIVITY/negative,LAPTOP#USABILITY/negative,LAPTOP#QUALITY/positive"
"One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",LAPTOP#OPERATION_PERFORMANCE/negative
I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,SOFTWARE#OPERATION_PERFORMANCE/negative
Great laptop that offers many great features!,"LAPTOP#DESIGN_FEATURES/positive,LAPTOP#GENERAL/positive"
"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",SOFTWARE#DESIGN_FEATURES/positive
Im very happy with this computer!,LAPTOP#GENERAL/positive
Doesn't have touch screen but I have a tablet so that wasn't so important.,DISPLAY#DESIGN_FEATURES/neutral
The technical service for dell is so 3rd world it might as well not even bother.,SUPPORT#QUALITY/negative
"This computer periodically crashes (Office, IPhoto, Safari).","LAPTOP#OPERATION_PERFORMANCE/negative,SOFTWARE#OPERATION_PERFORMANCE/negative"
Excellent product for the money.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/neutral"
It is so much easier to use,LAPTOP#USABILITY/positive
The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,LAPTOP#OPERATION_PERFORMANCE/positive
I find that it often gets very slow and I have to restart more than usual.,LAPTOP#OPERATION_PERFORMANCE/negative
Dealing with the support drone on the other end of the chat was sheer torture.,SUPPORT#QUALITY/negative
It is quiet runs smoothly.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#QUALITY/positive"
The unibody design is edgy and durable.,"LAPTOP#DESIGN_FEATURES/positive,LAPTOP#QUALITY/positive"
One of them seems to have worked.,SUPPORT#QUALITY/positive
Killer computer.,LAPTOP#GENERAL/positive
So this was great for me.,LAPTOP#GENERAL/positive
Meh...but cheap.,"LAPTOP#GENERAL/neutral,LAPTOP#PRICE/positive"
"slow processor, just not it","CPU#OPERATION_PERFORMANCE/negative,LAPTOP#GENERAL/negative"
Do not buy a mac until this issue is resolved.,"LAPTOP#GENERAL/negative,COMPANY#GENERAL/negative"
"Overall, a high quality laptop and a great value considering all this computer has to offer.","LAPTOP#PRICE/positive,LAPTOP#GENERAL/positive,LAPTOP#QUALITY/positive"
"the mouse on the pad, the left button always sticks.",MOUSE#OPERATION_PERFORMANCE/negative
I can barely use any usb devices because they will not stay connected properly.,LAPTOP#CONNECTIVITY/negative
The book is useless.,LAPTOP#MISCELLANEOUS/negative
CAN EVEN READMY KINDLE ON THIS COMPUTER,LAPTOP#MISCELLANEOUS/positive
"Uhhhhhh, the computer looks good.",LAPTOP#DESIGN_FEATURES/positive
"I love the easy to see screen, and It works well for work, persoal or just play.","DISPLAY#USABILITY/positive,LAPTOP#MISCELLANEOUS/positive"
"Now I'm looking into the return process, which I'm sure will just be loads of fun, if my prior experience is any indication.",SUPPORT#QUALITY/negative
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,"WARRANTY#PRICE/negative,SUPPORT#QUALITY/negative"
I will never buy another Lenovo anything!,"LAPTOP#GENERAL/negative,COMPANY#GENERAL/negative"
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.","SOFTWARE#DESIGN_FEATURES/positive,SOFTWARE#USABILITY/positive"
It is easily portable and I take it everywhere I go and might require internet access.,LAPTOP#PORTABILITY/positive
"Internet is fast and reliable, battery life lasts a long time.","LAPTOP#CONNECTIVITY/positive,BATTERY#OPERATION_PERFORMANCE/positive"
I have had the luxury (sarcasm) of owning 2 of these laptops.,LAPTOP#GENERAL/negative
"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming","LAPTOP#GENERAL/positive,SHIPPING#QUALITY/positive,LAPTOP#QUALITY/positive,LAPTOP#MISCELLANEOUS/negative"
"Overall, this is a wonderful computer and definitly worth the purchase!",LAPTOP#GENERAL/positive
"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.","LAPTOP#QUALITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative"
"At my age, I need this kind of laptop.",LAPTOP#GENERAL/positive
"I honestly love my mac, thats why I am a self proclaimed mac addict.","LAPTOP#GENERAL/positive,COMPANY#GENERAL/positive"
I have to keep turning it until it decides to lower and there is no mute.,"MULTIMEDIA_DEVICES#USABILITY/negative,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE/negative,MULTIMEDIA_DEVICES#DESIGN_FEATURES/negative"
"I got it for Christmas, and I was so excited to set it up!",LAPTOP#GENERAL/positive
I even installed a windows partition to be able to run Windows software.,LAPTOP#USABILITY/positive
Later it held zero charge and its replacement worked for less than three months.,"BATTERY#MISCELLANEOUS/negative,BATTERY#QUALITY/negative"
"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.","SOFTWARE#OPERATION_PERFORMANCE/positive,SOFTWARE#USABILITY/positive"
Didn't expect to repair it at once!,LAPTOP#QUALITY/negative
Shiny,LAPTOP#GENERAL/positive
I should have spent an extra hundred bucks and got a full sized computer.,LAPTOP#GENERAL/negative
"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",SUPPORT#QUALITY/negative
I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,"SUPPORT#QUALITY/negative,LAPTOP#QUALITY/negative"
But the machine is awesome and iLife is great and I love Snow Leopard X.,"SOFTWARE#GENERAL/positive,OS#GENERAL/positive,LAPTOP#GENERAL/positive"
"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;","KEYBOARD#DESIGN_FEATURES/positive,KEYBOARD#USABILITY/positive,DISPLAY#QUALITY/positive"
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,"LAPTOP#DESIGN_FEATURES/positive,LAPTOP#CONNECTIVITY/positive"
"tosiba has a good reputation, my llast computer was an acer.",COMPANY#GENERAL/positive
The netbook is easier for me to take to bed and carry around with me.,LAPTOP#PORTABILITY/positive
Don't try to use to play any pc games or anything.,LAPTOP#MISCELLANEOUS/negative
This lap top is good so far.,LAPTOP#GENERAL/positive
COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,LAPTOP#QUALITY/negative
"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.","MOUSE#OPERATION_PERFORMANCE/negative,LAPTOP#QUALITY/negative"
this computer is very slow,LAPTOP#OPERATION_PERFORMANCE/negative
"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt.",SUPPORT#QUALITY/negative
"I look forward to years of use, it has held up well over the years and it fits my needs very well.","LAPTOP#QUALITY/positive,LAPTOP#GENERAL/positive"
I am very pleased with my purchase!,LAPTOP#GENERAL/positive
The only pro to this computer is it was under $600!,"LAPTOP#GENERAL/negative,LAPTOP#PRICE/positive"
I have so much trouble turning the computer on.,LAPTOP#OPERATION_PERFORMANCE/negative
"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily.",SUPPORT#QUALITY/positive
It's catatonic.,LAPTOP#OPERATION_PERFORMANCE/negative
That was my first Apple product and since then I have been incredibly happy with every product of theirs I have bought.,COMPANY#GENERAL/positive
Since I've had this computer I've only used the trackpad because it is so nice and smooth.,"MOUSE#USABILITY/positive,MOUSE#OPERATION_PERFORMANCE/positive"
Great wifi too.,LAPTOP#CONNECTIVITY/positive
I couldn't believe how long the battery lasted on a single charge.,BATTERY#OPERATION_PERFORMANCE/positive
MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,LAPTOP#MISCELLANEOUS/negative
This comes in very handy for me as an educator.,SOFTWARE#USABILITY/positive
"I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201",LAPTOP#QUALITY/negative
Each time taking about 1 day or so.,SUPPORT#QUALITY/negative
The iLife software that comes with the computer is so simple to use and produces a great finished product.,"LAPTOP#DESIGN_FEATURES/positive,SOFTWARE#USABILITY/positive"
After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,"SUPPORT#PRICE/negative,HARD_DISC#QUALITY/negative"
"The processor went on me, the fan went and the motherboard went.","MOTHERBOARD#QUALITY/negative,FANS_COOLING#QUALITY/negative,CPU#QUALITY/negative"
"I only use a laptop for personal use, but this one can't even handle that!",LAPTOP#MISCELLANEOUS/negative
I am stuck with a laptop that I cannot do very much with.,LAPTOP#GENERAL/negative
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!","COMPANY#GENERAL/positive,MOUSE#USABILITY/positive,MOUSE#DESIGN_FEATURES/positive"
That's how frustrating it was.,LAPTOP#GENERAL/negative
"This computer is absolutely perfect for web browsing, watching video, word processing, and that's about it.",LAPTOP#MISCELLANEOUS/positive
It discharges too quickly.,BATTERY#OPERATION_PERFORMANCE/negative
I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,LAPTOP#GENERAL/negative
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,"SUPPORT#QUALITY/positive,LAPTOP#USABILITY/positive"
I can't put a protector to make presentation...,LAPTOP#CONNECTIVITY/negative
Perfectly adequate.,LAPTOP#GENERAL/positive
With in weeks of purchasing my computer is began to slow down.,"LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#QUALITY/negative"
Excellent buy.,LAPTOP#GENERAL/positive
Otherwise this is a great computer great prices.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/positive"
Maybe not the cutting edge (Satellite L455D) but it is a workhorse.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#DESIGN_FEATURES/neutral"
Sturdy but only for typical wear and tear.,LAPTOP#QUALITY/neutral
"I'm very happy with my Acer, it does just for what I need it.",LAPTOP#GENERAL/positive
"But other than that, I really am loving the quality and speed.","LAPTOP#QUALITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
they have done absolutely nothing to fix the computer problem.,SUPPORT#QUALITY/negative
Turned it on and it was beeping.,LAPTOP#QUALITY/negative
"It's great and we will always stick with Apple computers, we have been so happy with them.","LAPTOP#GENERAL/positive,COMPANY#GENERAL/positive"
"If you want a computer that plays games or any advanced tasks like editing video, this computer is NOT for you.",LAPTOP#MISCELLANEOUS/negative
I went to Toshiba online help and found some suggestions to fix it.,SUPPORT#QUALITY/positive
"In my line of work, I often have to take work home, and this makes it so easy.",LAPTOP#USABILITY/positive
"The Notebook PC,Toshiba Qosmio is the best gift my father could have ever gotten me.",LAPTOP#GENERAL/positive
I spoke to 4 different people and was told they needed to transfer me to a 5th person!,SUPPORT#QUALITY/negative
"I purchased my Macbook Pro Retina from my school since I had a student discount, but I would gladly purchase it from Amazon for full price again if I had too.",LAPTOP#GENERAL/positive
Speakers doesn't sound that great.,MULTIMEDIA_DEVICES#QUALITY/negative
LOOKS LIKE THIS DELL IS A PIECE OF CRAP.,LAPTOP#QUALITY/negative
"what an elegant, wonderful machine.","LAPTOP#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive"
TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,SUPPORT#QUALITY/negative
I regret buying it before understanding how awful it is to use.,"LAPTOP#GENERAL/negative,LAPTOP#USABILITY/negative"
First the screen goes completely out.,DISPLAY#OPERATION_PERFORMANCE/negative
Supper east to use.,LAPTOP#USABILITY/positive
They sent it back with a huge crack in it and it still didn't work.,SUPPORT#QUALITY/negative
Everything about this computer is easy to use.,LAPTOP#USABILITY/positive
I HATE this one.,LAPTOP#GENERAL/negative
"I love the size, keyboard, the functions.","LAPTOP#OPERATION_PERFORMANCE/positive,KEYBOARD#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive"
HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER_SUPPLY#OPERATION_PERFORMANCE/negative
"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer.",LAPTOP#GENERAL/positive
I have loved this since i took it out of the box.,LAPTOP#GENERAL/positive
"Don't expect great graphics, though.",GRAPHICS#GENERAL/neutral
I called Toshiba and they want me to be without my laptop for about two weeks while they look at the problem.,SUPPORT#QUALITY/negative
I was unable to download iTunes to it.,LAPTOP#USABILITY/negative
I had to pay $100 for a universal charger for this cheap $300 laptop.,LAPTOP#MISCELLANEOUS/negative
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,SOFTWARE#USABILITY/positive
It is slow and complicated and very disappointing,"LAPTOP#GENERAL/negative,LAPTOP#USABILITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative"
Very nice computer,LAPTOP#GENERAL/positive
"One year of trying to fix the computer by myself, with help of friends, and even help from computer experts I have given up on trying to fix it.",LAPTOP#QUALITY/negative
"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.",LAPTOP#MISCELLANEOUS/neutral
I'm stuck w/ a broken computer.,LAPTOP#QUALITY/negative
it stopped working 31 days after purchase.,"LAPTOP#QUALITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative"
"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",LAPTOP#OPERATION_PERFORMANCE/negative
"So far, so good!",LAPTOP#GENERAL/positive
"Good keyboard, long battery life, largest hard drive and windows 7.","HARD_DISC#DESIGN_FEATURES/positive,BATTERY#OPERATION_PERFORMANCE/positive,KEYBOARD#GENERAL/positive,OS#GENERAL/positive"
This laptop serves all my needs.,LAPTOP#GENERAL/positive
"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.","SUPPORT#QUALITY/negative,LAPTOP#QUALITY/negative"
"Keyboard is great, very quiet for all the typing that I do.","KEYBOARD#QUALITY/positive,KEYBOARD#GENERAL/positive"
So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,SUPPORT#QUALITY/negative
It was very easy to just pick up and use--,LAPTOP#USABILITY/positive
I dislike the quality and the placement of the speakers.,"MULTIMEDIA_DEVICES#QUALITY/negative,MULTIMEDIA_DEVICES#DESIGN_FEATURES/negative"
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",LAPTOP#USABILITY/positive
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",LAPTOP#CONNECTIVITY/negative
"If you're not wanting to be mobile, this is a good laptop to sit on a desk.","LAPTOP#PORTABILITY/negative,LAPTOP#GENERAL/positive"
It rarely works and when it does it's incredibly slow.,"LAPTOP#QUALITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative"
The Internet Explorer was very slow from the very beginning.,SOFTWARE#OPERATION_PERFORMANCE/negative
Its been a year and am still waiting to see what there going to do about my laptop.,SUPPORT#QUALITY/negative
It wont wow you with its speed but who can complain at $249.,"LAPTOP#OPERATION_PERFORMANCE/neutral,LAPTOP#PRICE/positive"
Fired up and worked for the first day and then the display died on my wife while she was taking a timed test.,DISPLAY#QUALITY/negative
Sometimes you really have to tap the pad to get it to work,"MOUSE#USABILITY/negative,MOUSE#OPERATION_PERFORMANCE/negative"
What a lemon!!,LAPTOP#QUALITY/negative
"But here's something I hadn't realized before buying it: there isn't an optical drive, which means NO CDs or DVDs!",LAPTOP#DESIGN_FEATURES/negative
To be honest i think it was faulty equipment or something but idk.,LAPTOP#QUALITY/negative
"Overall though, for the money spent it's a great deal.","LAPTOP#PRICE/positive,LAPTOP#GENERAL/positive"
"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there.","OS#GENERAL/positive,OS#OPERATION_PERFORMANCE/negative"
It Was a great deal after all.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/positive"
It has easy to use features and all the speed and power I could ask for.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#USABILITY/positive"
No ethernet outlet,"LAPTOP#CONNECTIVITY/negative,LAPTOP#DESIGN_FEATURES/negative"
It's solid.,LAPTOP#QUALITY/positive
"It is super fast, and always loads.",LAPTOP#OPERATION_PERFORMANCE/positive
"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.","LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#GENERAL/positive"
THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.,"LAPTOP#QUALITY/negative,LAPTOP#GENERAL/negative"
B) a DVD/CD player.,LAPTOP#DESIGN_FEATURES/positive
All I can say is W-O-W.,LAPTOP#GENERAL/positive
"The i7 is incredibly fast, the RAM makes it proper for several games (not on maximum quality).","LAPTOP#MISCELLANEOUS/positive,LAPTOP#OPERATION_PERFORMANCE/positive,MEMORY#DESIGN_FEATURES/positive"
"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great.","HARDWARE#GENERAL/positive,LAPTOP#USABILITY/neutral,OS#GENERAL/positive"
I normally dont participate in reviews/surveys but this laptop has not given me any problems and hope to share my thoughts...,LAPTOP#GENERAL/positive
Love the computer.,LAPTOP#GENERAL/positive
