text,aspect,polarity
My daughter uses it for college too and it works great for both of us.,LAPTOP#MISCELLANEOUS,positive
It is amazing.,LAPTOP#GENERAL,positive
"Overall, this is a wonderful computer and definitly worth the purchase!",LAPTOP#GENERAL,positive
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.","LAPTOP#DESIGN_FEATURES,OS#GENERAL,CPU#OPERATION_PERFORMANCE","positive,positive,positive"
This one has had the same effect.,LAPTOP#GENERAL,positive
No bloatware from third party parasites to uninstall.,"SOFTWARE#GENERAL,LAPTOP#DESIGN_FEATURES","positive,positive"
I have only had PCs with Windows before so this takes a little getting use to.,OS#USABILITY,neutral
"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",SUPPORT#QUALITY,negative
I am loyal to Apple.,COMPANY#GENERAL,positive
"Other than a hate of windows 8, she just loves it.","OS#GENERAL,LAPTOP#GENERAL","negative,positive"
The keyboard is backlit but you have to press the F5 key to turn it on.,"KEYBOARD#DESIGN_FEATURES,KEYBOARD#USABILITY","positive,neutral"
More than enough for my use.,LAPTOP#GENERAL,positive
It works fine for a PC in this price range.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#PRICE","positive,neutral"
"And of course, the return window closed last week so now, I'm stuck with it.",LAPTOP#GENERAL,negative
power supply went bad after 2 weeks --,POWER_SUPPLY#QUALITY,negative
Basic computer.,LAPTOP#MISCELLANEOUS,neutral
It gives me the power and speed that I need to run all the programs I use to edit.,LAPTOP#OPERATION_PERFORMANCE,positive
"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.","LAPTOP#PORTABILITY,LAPTOP#DESIGN_FEATURES","positive,positive"
I would like to have volume buttons rather than the adjustment that is on the front.,LAPTOP#DESIGN_FEATURES,negative
I would recomend this acer to parents and grandparents it can really help them in school.,LAPTOP#MISCELLANEOUS,positive
"If you are looking for something reliable, this is the laptop for you.",LAPTOP#QUALITY,positive
Skype is just so dang cool with this machine too.,SOFTWARE#GENERAL,positive
Immediately didn't like the track buttons.,MOUSE#GENERAL,negative
Games being the main issue.,SOFTWARE#USABILITY,negative
The mouse pad however is very loud which is why i gave it four stars.,MOUSE#QUALITY,negative
If your on a budget.... Save up longer.,LAPTOP#GENERAL,negative
I can not even read what I am writing half of the time.,DISPLAY#USABILITY,negative
But other than that I am blown away by all the features this laptop offers.,LAPTOP#DESIGN_FEATURES,positive
In short I would never buy a Compaq again.,COMPANY#GENERAL,negative
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.","LAPTOP#GENERAL,LAPTOP#DESIGN_FEATURES","positive,positive"
Comfterbale to use light easy to transport.,"LAPTOP#DESIGN_FEATURES,LAPTOP#USABILITY,LAPTOP#PORTABILITY","positive,positive,positive"
I love to write and play with graphics and html programming and my new Toshiba works great on both!,LAPTOP#MISCELLANEOUS,positive
So if anyones looking to buy a computer or laptop you should stay far far away from any that have the name TOSHIBA on it...,COMPANY#GENERAL,negative
"Not a necessity, but something I've come to expect.",LAPTOP#DESIGN_FEATURES,negative
It's so bad that I'm thinking I only got half a battery or something.,BATTERY#OPERATION_PERFORMANCE,negative
They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.,SUPPORT#QUALITY,negative
I don't like it at all...,LAPTOP#GENERAL,negative
"but it doesn't have a cd unit, anyway the other thing is that the laptop does not have an ethernet port for cable connecting.","LAPTOP#CONNECTIVITY,LAPTOP#DESIGN_FEATURES","negative,negative"
"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.","LAPTOP#USABILITY,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
Buyer Beware.,LAPTOP#GENERAL,negative
"I've saved a lot of time and headaches so far, using my new MacBook Pro.",LAPTOP#GENERAL,positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.","GRAPHICS#GENERAL,LAPTOP#DESIGN_FEATURES,SOFTWARE#GENERAL","positive,positive,positive"
i give this laptop a five star review i love it and it has done chams for me.,LAPTOP#GENERAL,positive
It came with no instruction book - no back up CD's and has already crashed.,"LAPTOP#QUALITY,LAPTOP#OPERATION_PERFORMANCE,LAPTOP#MISCELLANEOUS","negative,negative,negative"
"Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.",COMPANY#GENERAL,negative
"I'm a life-long desktop computer user, and the keyboard on this laptop is as close to a ""normal"" keyboard as I've ever seen.",KEYBOARD#GENERAL,positive
"I honestly love my mac, thats why I am a self proclaimed mac addict.","LAPTOP#GENERAL,COMPANY#GENERAL","positive,positive"
So far I haven't lost any quality or information.,"LAPTOP#QUALITY,LAPTOP#MISCELLANEOUS","positive,positive"
Don't waste your money!,LAPTOP#GENERAL,negative
I Love my new computer!,LAPTOP#GENERAL,positive
STOPPED BOOTING UP less than a week after my one-year warranty was up.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#QUALITY","negative,negative"
A masterpiece of crap.,LAPTOP#QUALITY,negative
"Great PC, light and powerful.","LAPTOP#GENERAL,LAPTOP#OPERATION_PERFORMANCE,LAPTOP#DESIGN_FEATURES","positive,positive,positive"
They loved it.,LAPTOP#GENERAL,positive
I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,"COMPANY#GENERAL,LAPTOP#GENERAL","negative,negative"
Even for a 4GB RAM it barely chugs with 3 tabs open.,"MEMORY#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE","neutral,negative"
"If you need an affordable, entry-level laptop, this will fit the bill.","LAPTOP#PRICE,LAPTOP#MISCELLANEOUS","positive,positive"
There is a chance mine is defective but regardless I'm not going to try another one this is a terrible product.,LAPTOP#GENERAL,negative
"I would recommend it, for anybody needing a reliable simple laptop.",LAPTOP#QUALITY,positive
"It is absolutely horrible to use, despite all its so called advanced features.","LAPTOP#USABILITY,LAPTOP#DESIGN_FEATURES","negative,neutral"
This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.,"LAPTOP#CONNECTIVITY,LAPTOP#DESIGN_FEATURES","negative,negative"
Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#QUALITY","negative,negative"
Never been hacked.,LAPTOP#QUALITY,positive
I bought it to use in college and it is perfect.,LAPTOP#MISCELLANEOUS,positive
It is a thing of beauty and fast enough.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#DESIGN_FEATURES","positive,positive"
"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...",COMPANY#GENERAL,negative
"tosiba has a good reputation, my llast computer was an acer.",COMPANY#GENERAL,positive
lots of preloaded software.,LAPTOP#DESIGN_FEATURES,positive
I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,LAPTOP#GENERAL,negative
"It is so great, I can Hardly ever take my hands off it!",LAPTOP#GENERAL,positive
Love it.,LAPTOP#GENERAL,positive
"Screen is crystal clear, yes it's small - but it's a netbook!","DISPLAY#QUALITY,DISPLAY#DESIGN_FEATURES","positive,neutral"
"I love the 15"" MacBook Pro.",LAPTOP#GENERAL,positive
This is a great value for the money.,"LAPTOP#PRICE,LAPTOP#GENERAL","neutral,positive"
It's perfect!,LAPTOP#GENERAL,positive
This laptop is amazing!,"LAPTOP#GENERAL,LAPTOP#GENERAL","positive,positive"
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,SOFTWARE#USABILITY,positive
Recommended to people as their first laptop.,LAPTOP#MISCELLANEOUS,positive
I definitely will buy a Mac again if and when this computer ever fails.,"LAPTOP#GENERAL,COMPANY#GENERAL","positive,positive"
"From the start, when you open the box you see a completely different class of machine.",LAPTOP#GENERAL,positive
Very nice computer,LAPTOP#GENERAL,positive
I loved the netbook (minus the fact that it was windows OS) until this started happening.,"OS#GENERAL,LAPTOP#GENERAL","negative,negative"
"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",LAPTOP#GENERAL,positive
Keyboard was also very nice and had a solid feel.,"KEYBOARD#QUALITY,KEYBOARD#GENERAL","positive,positive"
The laptop is very responsice with the Core i7 processor and 8GB of RAM and the sound out of the Beats audio is great.,"SOFTWARE#QUALITY,MEMORY#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE,CPU#OPERATION_PERFORMANCE","positive,positive,positive,positive"
English must have been his third or fourth language.,SUPPORT#QUALITY,negative
This computer was awful!,LAPTOP#GENERAL,negative
Machine gets fairly hot near the bottom of the screen.,LAPTOP#QUALITY,negative
"Internet is fast and reliable, battery life lasts a long time.","LAPTOP#CONNECTIVITY,BATTERY#OPERATION_PERFORMANCE","positive,positive"
"For example, when my husband turns the light out while I'm on the computer. the screen brightness automatically adjusts.",DISPLAY#DESIGN_FEATURES,positive
Enjoy that Toshib force and durability unparalleled,"LAPTOP#QUALITY,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
And that was the fourth time ive sent it to them to get fixed.,SUPPORT#QUALITY,negative
It dosn't even have a disc compartment,LAPTOP#DESIGN_FEATURES,negative
Satisfy what I paid for it.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,neutral"
"Then just the other day, my left ""mouse"" button snapped!",MOUSE#QUALITY,negative
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,LAPTOP#USABILITY,positive
"Also the speakers are not very loud, But it is a netbook.",MULTIMEDIA_DEVICES#QUALITY,neutral
I had this computer for one month and had to send it in for repair.,LAPTOP#QUALITY,negative
I received this laptop as a gift and let me just tell you that its the worst.,LAPTOP#GENERAL,negative
I'm very happy with this machine!,LAPTOP#GENERAL,positive
It does what it advertises.,LAPTOP#GENERAL,positive
The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,WARRANTY#GENERAL,negative
The program came with the computer and works beautifully.,SOFTWARE#OPERATION_PERFORMANCE,positive
"Also, the extended warranty was a problem.",WARRANTY#GENERAL,negative
"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.","OS#QUALITY,OS#OPERATION_PERFORMANCE","negative,negative"
"Also, the space bar makes a noisy click every time you use it.",KEYBOARD#QUALITY,negative
The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,SHIPPING#QUALITY,negative
Great wifi too.,LAPTOP#CONNECTIVITY,positive
I can guarantee this will be the last Dell I will ever purchase!,"LAPTOP#GENERAL,COMPANY#GENERAL","negative,negative"
I don't know how I could ever live without my Qousmio.,LAPTOP#GENERAL,positive
"It powers on/off very quickly, and it loads up automatically.",LAPTOP#OPERATION_PERFORMANCE,positive
It is very user friendly and not hard to figure out at all.,LAPTOP#USABILITY,positive
B) a DVD/CD player.,LAPTOP#DESIGN_FEATURES,positive
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",LAPTOP#OPERATION_PERFORMANCE,positive
"It is fast booting up , shutting down, and connection with the internet.","LAPTOP#CONNECTIVITY,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",SUPPORT#QUALITY,negative
It had the full sized touch pad with 2 buttons instead of just one.,MOUSE#DESIGN_FEATURES,positive
i love ths notebook.,LAPTOP#GENERAL,positive
As well as having the plug in the computer come loose.,POWER_SUPPLY#QUALITY,negative
"I really don't like it, but I am stuck.",LAPTOP#GENERAL,negative
"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",LAPTOP#MISCELLANEOUS,positive
"I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else.","MOUSE#DESIGN_FEATURES,MOUSE#USABILITY","negative,negative"
"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.","OPTICAL_DRIVES#QUALITY,HARD_DISC#QUALITY,MOTHERBOARD#QUALITY,SUPPORT#QUALITY,LAPTOP#QUALITY","negative,negative,negative,negative,negative"
"The only negative would be that it gets pretty warm sitting on my lap for very long, but that is pretty much standard for all lop tops I think.",LAPTOP#QUALITY,neutral
I would highly recommend this one to my friends,LAPTOP#GENERAL,positive
I LOVE it!,LAPTOP#GENERAL,positive
"Never had a single problem, and don't have to worry about viruses.","LAPTOP#GENERAL,LAPTOP#QUALITY","positive,positive"
The Internet Explorer was very slow from the very beginning.,SOFTWARE#OPERATION_PERFORMANCE,negative
It has no way of connecting to the internet save wifi but that's all I use anyway!,LAPTOP#CONNECTIVITY,neutral
"LOVE THE SIZE, I AM USING THIS FOR WORK, I AM A NURSE AND HAVE TO CHART DAILY, THIS IS EASY TO USE AND I HAVE NOT HAD ANY PROBLEMS WITH IT.","LAPTOP#GENERAL,LAPTOP#DESIGN_FEATURES,LAPTOP#USABILITY","positive,positive,positive"
"I love HP,, it's the only computer/printer we will buy.","LAPTOP#GENERAL,COMPANY#GENERAL","positive,positive"
"Fast, great visual!","DISPLAY#QUALITY,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
No ethernet outlet,"LAPTOP#CONNECTIVITY,LAPTOP#DESIGN_FEATURES","negative,negative"
"I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.","OS#GENERAL,LAPTOP#USABILITY","negative,positive"
I am enjoying it and the quality it provides is great!,"LAPTOP#QUALITY,LAPTOP#GENERAL","positive,positive"
The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.,"OS#GENERAL,LAPTOP#DESIGN_FEATURES,SOFTWARE#GENERAL","negative,negative,negative"
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,WARRANTY#PRICE,neutral
Speakers too small to be of any real use.,"MULTIMEDIA_DEVICES#DESIGN_FEATURES,MULTIMEDIA_DEVICES#USABILITY","negative,negative"
only good thing is the graphics quality.,GRAPHICS#QUALITY,positive
Dell claims they test each key with thousands of mechanical key strokes.,COMPANY#GENERAL,negative
They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,LAPTOP#QUALITY,positive
Has met or exceeded my needs for a compact travel device.,LAPTOP#PORTABILITY,positive
"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",OS#USABILITY,positive
The price and features more than met my needs.,"LAPTOP#PRICE,LAPTOP#DESIGN_FEATURES","positive,positive"
So i would not reccomend anyone buying this computer,LAPTOP#GENERAL,negative
A good value on a quality product.,"LAPTOP#QUALITY,LAPTOP#PRICE","positive,positive"
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.","SOFTWARE#GENERAL,SOFTWARE#MISCELLANEOUS","positive,positive"
I should have waited to find a higher quality computer.,LAPTOP#QUALITY,negative
I am not ultra tech savvy but I can tell when it works slow!,LAPTOP#OPERATION_PERFORMANCE,negative
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.","LAPTOP#OPERATION_PERFORMANCE,LAPTOP#PRICE,LAPTOP#DESIGN_FEATURES,LAPTOP#QUALITY","positive,positive,positive,positive"
I would like at least a 4 hr. battery life.,BATTERY#OPERATION_PERFORMANCE,negative
"without a big ol' clunky machine in my backpack, I feel like I can do programming homework anywhere.","LAPTOP#DESIGN_FEATURES,LAPTOP#PORTABILITY,LAPTOP#MISCELLANEOUS","positive,positive,positive"
The computer blinks it shuts off at will.,LAPTOP#OPERATION_PERFORMANCE,negative
Slick design and looks great.,LAPTOP#DESIGN_FEATURES,positive
This laptop is very large and barely fits in any carrying cases.,"LAPTOP#DESIGN_FEATURES,LAPTOP#PORTABILITY","negative,negative"
"For $250, I highly recommend!!","LAPTOP#PRICE,LAPTOP#GENERAL","positive,positive"
Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,LAPTOP#MISCELLANEOUS,negative
"The mouse click is a bit loud, but it really isn't a problem.",MOUSE#QUALITY,neutral
great machine if you want to drop the cash for one.,LAPTOP#GENERAL,positive
WONDERFUL machine;,LAPTOP#GENERAL,positive
They are loud and clunky but I figured I'd get used to it.,"MOUSE#DESIGN_FEATURES,MOUSE#QUALITY,MOUSE#USABILITY","negative,negative,neutral"
THIS is what a laptop is supposed to be.,LAPTOP#GENERAL,positive
The display is good quality.,DISPLAY#QUALITY,positive
"Very dissappointed becase I have had toshibas for years, and never a issue.","COMPANY#GENERAL,LAPTOP#GENERAL","positive,negative"
"I initially purchased my Macbook Pro 13"" in April, and I loved it.",LAPTOP#GENERAL,positive
"Overall, still a very nice machine.",LAPTOP#GENERAL,positive
I would recommend this product.,LAPTOP#GENERAL,positive
Remember to do your research first before consider buying a toshiba product.,COMPANY#GENERAL,negative
"*IF YOU ARE LOOKING FOR A GOOD LAPTOP, THIS IS NOT IT!",LAPTOP#GENERAL,negative
i love the size of the computer since i play games on it.,LAPTOP#DESIGN_FEATURES,positive
"Also, I have had alot of trouble with the shift key to go to other lines.",KEYBOARD#OPERATION_PERFORMANCE,negative
I work with kids and they love making short videos on there.,SOFTWARE#MISCELLANEOUS,positive
"This things run smoothly for its price, and the battery life seems to go on forever.","BATTERY#OPERATION_PERFORMANCE,LAPTOP#PRICE,LAPTOP#OPERATION_PERFORMANCE","positive,neutral,positive"
I would totally recommend any other laptop over this pile of grabage.,LAPTOP#QUALITY,negative
It is the easiest computer I have ever used,LAPTOP#USABILITY,positive
Size is perfect and display is beautiful!,"LAPTOP#DESIGN_FEATURES,DISPLAY#GENERAL","positive,positive"
Now I have the best of both worlds with all of the power and ease of the Mac!,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#GENERAL,LAPTOP#USABILITY","positive,positive,positive"
It's a good starter computer that is extremely light on the wallet.,"LAPTOP#PRICE,LAPTOP#MISCELLANEOUS","positive,positive"
YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,SUPPORT#QUALITY,negative
1st time they got it working the next 5 month they had me send it in.,SUPPORT#QUALITY,negative
Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,LAPTOP#MISCELLANEOUS,neutral
I got the black MacBook two years ago and have never regretted it.,LAPTOP#GENERAL,positive
"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",LAPTOP#GENERAL,negative
But for the price its good.,"LAPTOP#PRICE,LAPTOP#GENERAL","neutral,positive"
"I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve.","LAPTOP#GENERAL,OS#USABILITY","positive,neutral"
"This computer was awful, I would never recomend it to another person.",LAPTOP#GENERAL,negative
The Macbook is a fantastic laptop.,LAPTOP#GENERAL,positive
"Also, I have no regrets about going with the 8GB RAM because its super fast.","MEMORY#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
They are so realistic I am just speechless.,GRAPHICS#QUALITY,positive
"If you're the type of person that just likes to browse the Internet and enjoy media and do light work with Microsoft office, this is the laptop for you.",LAPTOP#MISCELLANEOUS,positive
I will be returning it.,LAPTOP#GENERAL,negative
"It is so simple to use, I use it more than my desktop.",LAPTOP#USABILITY,positive
"Well, they don't care a bunch.",SUPPORT#QUALITY,negative
Iphoto is great for adding pictures right to facebook and other social networking sites.,SOFTWARE#MISCELLANEOUS,positive
Also very quick laptop!,LAPTOP#OPERATION_PERFORMANCE,positive
I took off a star because the machine has a lot of junk software on it.,"SOFTWARE#GENERAL,LAPTOP#DESIGN_FEATURES","negative,negative"
Went silently.,MOTHERBOARD#QUALITY,negative
it is a great value for what you get.,"LAPTOP#PRICE,LAPTOP#GENERAL","positive,positive"
I called Toshiba and they want me to be without my laptop for about two weeks while they look at the problem.,SUPPORT#QUALITY,negative
Very good performer for the price.,"LAPTOP#PRICE,LAPTOP#OPERATION_PERFORMANCE","neutral,positive"
After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,"SUPPORT#PRICE,HARD_DISC#QUALITY","negative,negative"
"Amazing computer,  perfect for school.","LAPTOP#MISCELLANEOUS,LAPTOP#GENERAL","positive,positive"
I would highly recommend this computer it is FAST!!!,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#GENERAL","positive,positive"
"Buy it, love it, and I promise you won't regret it.",LAPTOP#GENERAL,positive
I loaded windows 7 via Bootcamp and it works flawlessly!,OS#OPERATION_PERFORMANCE,positive
Terrific value for the money.,"LAPTOP#PRICE,LAPTOP#GENERAL","neutral,positive"
Didn't expect to repair it at once!,LAPTOP#QUALITY,negative
Pretty premium feel for the low price.,"LAPTOP#PRICE,LAPTOP#QUALITY","positive,positive"
Spent 2 hours on phone with HP Technical Support.,SUPPORT#QUALITY,negative
was a great deal i will give that.,LAPTOP#PRICE,positive
Had to have this computer repaired twice in the first 5 months after purchasing it.,LAPTOP#QUALITY,negative
External monitor worked easily.,LAPTOP#CONNECTIVITY,positive
"It also gave me an introduction to Windows 8, which I hope will be discontinued it the future.",OS#GENERAL,negative
For the use it was purchased for it is a good Laptop.,LAPTOP#GENERAL,positive
Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,"POWER_SUPPLY#DESIGN_FEATURES,POWER_SUPPLY#OPERATION_PERFORMANCE","negative,negative"
"Overall though, for the money spent it's a great deal.","LAPTOP#PRICE,LAPTOP#GENERAL","positive,positive"
It is so much easier to use,LAPTOP#USABILITY,positive
"Firstly, it has no leds to let you know what is going on, no cap lock, no hard drive indicator, nothing.",LAPTOP#DESIGN_FEATURES,negative
"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.","LAPTOP#PRICE,LAPTOP#MISCELLANEOUS","positive,neutral"
My mac laptop is fabulous in both areas.,"LAPTOP#OPERATION_PERFORMANCE,MEMORY#DESIGN_FEATURES","positive,positive"
I bought this laptop Was the worst Laptop I've ever bought.,LAPTOP#GENERAL,negative
It's color is even cool.,LAPTOP#DESIGN_FEATURES,positive
I'm really impressed with the quality and performance for the price of the computer.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#PRICE,LAPTOP#QUALITY","positive,neutral,positive"
This laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#USABILITY","positive,positive"
The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,SOFTWARE#USABILITY,negative
Don't expect it to take good pictures or video.,MULTIMEDIA_DEVICES#QUALITY,negative
It does make a little noise but that's alright as it's not too much.,LAPTOP#QUALITY,neutral
This computer is the ideal college companion.,LAPTOP#MISCELLANEOUS,positive
i tried turning it done but it did nothing.,MOUSE#OPERATION_PERFORMANCE,negative
"Being only 2 months old, I am not a happy camper!",LAPTOP#QUALITY,negative
Great PC.,LAPTOP#GENERAL,positive
"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",SUPPORT#QUALITY,negative
No tutorials on the display.,LAPTOP#MISCELLANEOUS,negative
Its white color is stylish for college students and easy to take to carry and take to classes.,"LAPTOP#PORTABILITY,LAPTOP#DESIGN_FEATURES","positive,positive"
This is a great computer.,LAPTOP#GENERAL,positive
when i first got it i thought the size of it was a joke.,LAPTOP#DESIGN_FEATURES,neutral
tons of bloatware and junk programs.,"SOFTWARE#GENERAL,LAPTOP#DESIGN_FEATURES","negative,negative"
It doesnt work worth a damn.,LAPTOP#GENERAL,negative
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,MOUSE#OPERATION_PERFORMANCE,negative
It's a great product for a great price!,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,"MOUSE#USABILITY,MOUSE#DESIGN_FEATURES","neutral,neutral"
I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,SUPPORT#MISCELLANEOUS,negative
"Yes, I thought the expese was a little much, but I now realize you get what you pay for.","LAPTOP#GENERAL,LAPTOP#PRICE","positive,neutral"
As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,LAPTOP#MISCELLANEOUS,positive
My HP is very heavy.,LAPTOP#DESIGN_FEATURES,negative
"I play a lot of casual games online, and the touchpad is very responsive.",MOUSE#OPERATION_PERFORMANCE,positive
"So, you can imagine how unhappy I am with this item.",LAPTOP#GENERAL,negative
Its good for playing my apps on Facebook or watching movies.,LAPTOP#MISCELLANEOUS,positive
I am just amazed.,LAPTOP#GENERAL,positive
My Mac has gone from being a trusted friend to an adversary.,LAPTOP#GENERAL,negative
"Yes, it's running and old type processor so, hey, don't even try gaming on it.","CPU#DESIGN_FEATURES,LAPTOP#MISCELLANEOUS","neutral,negative"
"Then HP sends it back to me with the hardware screwed up, not able to connect.",SUPPORT#QUALITY,negative
It was not responsive at all to touch.,MOUSE#OPERATION_PERFORMANCE,negative
The touch pad is among the best.,MOUSE#GENERAL,positive
COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,LAPTOP#QUALITY,negative
"The laptop itself is very good, it could be better, but not bad at all for it's price point.","LAPTOP#PRICE,LAPTOP#GENERAL","neutral,neutral"
This thing is a lemon.,LAPTOP#QUALITY,negative
The Toshiba Satellite laptop is  DESIGNED  to fail !,LAPTOP#GENERAL,negative
"this one, in my opinion, might be a lemon!",LAPTOP#QUALITY,negative
I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,"LAPTOP#GENERAL,PORTS#QUALITY","positive,negative"
This is something i would deffinately reccomend to someone.,LAPTOP#GENERAL,positive
"Most everything is fine with this machine: speed, capacity, build.","LAPTOP#QUALITY,HARD_DISC#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE,LAPTOP#GENERAL","positive,positive,positive,positive"
"I had a USB connect but, i can't use it because it is not compatible.",LAPTOP#USABILITY,negative
I love this computer!,LAPTOP#GENERAL,positive
Apple is unrivaled in terms of build quality and functionality.,"LAPTOP#OPERATION_PERFORMANCE,COMPANY#GENERAL,LAPTOP#QUALITY","positive,positive,positive"
I didn't want to buy a generic brand computer but it is really nice.,"COMPANY#GENERAL,LAPTOP#GENERAL","neutral,positive"
It took a little over 2 weeks until i got it back.,SUPPORT#QUALITY,negative
A good value for the money.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,neutral"
"A MONTH LATER, we reinstall the OS (Vista).",OS#QUALITY,negative
It is easily portable and I take it everywhere I go and might require internet access.,LAPTOP#PORTABILITY,positive
"Great Laptop for the price, works well with action pack games.","LAPTOP#PRICE,LAPTOP#GENERAL,LAPTOP#MISCELLANEOUS","neutral,positive,positive"
"You are getting what you pay for and in my opinion, it is worth more.","LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
Took it back as it was defective.,LAPTOP#QUALITY,negative
The sound is very nice and crisp.,MULTIMEDIA_DEVICES#QUALITY,positive
"I have updated the drivers and tweeked every feature available, but nothing has helped.",MOUSE#OPERATION_PERFORMANCE,negative
One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,"COMPANY#GENERAL,SOFTWARE#MISCELLANEOUS,LAPTOP#DESIGN_FEATURES","positive,positive,positive"
I can easily get 10 hours out of a full charge.,BATTERY#OPERATION_PERFORMANCE,positive
Summary: Spend your money elsewhere,LAPTOP#GENERAL,negative
"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.","COMPANY#GENERAL,SUPPORT#QUALITY","negative,negative"
It did not take long to get used to the Mac OS.,OS#USABILITY,positive
Keeps freezing,LAPTOP#OPERATION_PERFORMANCE,negative
